Node ID,Node Path,Query
11846801,Video Games,
979455011,Video Games/Digital Games,item_type_keyword:computer-video-games AND product_type:downloadable_video_game
2450794011,Video Games/Digital Games/Casual Games,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games
1283742011,Video Games/Digital Games/Casual Games/Action,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:action-game-genre
2280315011,Video Games/Digital Games/Casual Games/Action/Fighting,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:fighting-action-game-genre
2280316011,Video Games/Digital Games/Casual Games/Action/Military & Espionage,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:military-and-espionage-action-game-genre
1283746011,Video Games/Digital Games/Casual Games/Action/Shooters,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:shooter-action-game-genre
1283743011,Video Games/Digital Games/Casual Games/Adventure,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:adventure-game-genre
2280317011,Video Games/Digital Games/Casual Games/Arcade,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:arcade-game-genre
2280318011,Video Games/Digital Games/Casual Games/Board Games,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:board-game-genre
1285254011,Video Games/Digital Games/Casual Games/Break Out,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:break-out-game-genre
1283744011,Video Games/Digital Games/Casual Games/Card,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:card-playing-game-genre
2280319011,Video Games/Digital Games/Casual Games/Casino,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:casino-game-genre
2280320011,Video Games/Digital Games/Casual Games/Flying,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:flying-game-genre
1292810011,Video Games/Digital Games/Casual Games/Mah Jong,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:mah-jong-game-genre
2280321011,Video Games/Digital Games/Casual Games/Matching,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:match-3-game-genre
1283745011,Video Games/Digital Games/Casual Games/Puzzle,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:puzzle-game-genre
2280322011,Video Games/Digital Games/Casual Games/Racing,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:racing-game-genre
2280323011,Video Games/Digital Games/Casual Games/Rhythm,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:rhythm-game-genre
2280324011,Video Games/Digital Games/Casual Games/Rhythm/Dancing,item_type_keyword:computer-video-games AND product_type:downloadable_video_game AND target_audience_keywords:casual-games AND genre:dancing-game-genre
